NO,식품종류,식품명,상세분류,1회제공량,kcal,단백질(g),지방(g),탄수화물(g)
42,음식,고추잡채,기타 볶음류,200.0,256.769,10.994,12.013,26.171
43,음식,난자완스,육류볶음,200.0,346.249,21.627,20.35,19.149
44,음식,도토리묵말이,기타,1300.0,462.39,6.8,8.5,89.7
45,음식,라조기,육류튀김,200.0,398.993,20.659,23.491,26.234
46,음식,물회,회류,700.0,529.36,34.4,18.9,55.3
47,음식,생선물회,회류,800.0,577.97,34.3,12.3,82.5
48,음식,소고기샤브샤브,육류찌개.전골,600.0,263.75,29.1,9.8,14.7
49,음식,오징어순대,어패류찜,350.0,466.86,45.7,5.6,58.3
50,음식,초당순두부,채소류국.탕,900.0,522.69,49.1,29.2,15.8
51,음식,해파리냉채,어패류무침,150.0,91.0,6.2,1.4,13.4
52,음식,고들빼기,김치,50.0,55.525,1.58,0.608,10.934
53,음식,열무얼갈이김치,김치,50.0,17.684,1.074,0.328,2.608
54,음식,미나리나물,나물.숙채류,50.0,29.534,1.016,1.833,2.242
55,음식,취나물,나물.숙채류,50.0,74.1,1.375,6.153,3.306
56,음식,콩나물,나물.숙채류,50.0,25.344,1.68,1.65,0.944
57,음식,경단(깨),떡류,100.0,319.466,4.442,0.536,74.219
58,음식,경단(콩),떡류,100.0,314.324,3.513,0.461,74.031
59,음식,기피편,떡류,100.0,219.967,5.449,0.247,48.988
60,음식,녹두시루떡,떡류,100.0,246.07,7.738,2.534,48.077
61,음식,메밀전병,곡류 및 서류,100.0,167.827,6.185,6.289,21.62
62,음식,무지개떡,떡류,100.0,228.974,3.53,0.312,53.011
63,음식,송편(깨),떡류,100.0,224.146,4.925,2.735,44.957
64,음식,송편(콩),떡류,100.0,194.334,5.237,0.749,41.661
65,음식,수수부꾸미,곡류 및 서류,100.0,247.892,5.729,6.287,42.099
66,음식,수수팥떡,떡류,100.0,204.241,6.696,0.591,43.034
67,음식,시루떡,떡류,100.0,217.481,5.466,0.607,47.539
68,음식,쑥떡,떡류,100.0,248.635,3.359,0.404,57.889
69,음식,절편,떡류,100.0,192.886,3.642,0.285,43.938
70,음식,찹쌀떡,떡류,100.0,276.866,3.265,0.153,65.609
71,음식,간자장,중식면류,650.0,824.539,22.334,22.034,134.224
72,음식,굴짬뽕,중식면류,900.0,680.672,32.869,9.605,115.688
73,음식,기스면,중식면류,1000.0,606.931,37.819,10.724,89.785
74,음식,김치라면,라면류,650.0,552.0,13.8,16.9,86.2
75,음식,김치우동,중식면류,800.0,500.177,15.548,4.601,99.144
76,음식,냉김치말이국수,국수류,600.0,302.53,12.9,4.8,52
77,음식,닭칼국수,국수류,900.0,663.0,42.2,12.8,94.7
78,음식,둘깨칼국수,국수류,600.0,457.88,17.6,16.5,59.8
79,음식,막국수,국수류,1000.0,571.59,20,5.8,109.8
80,음식,삼선우동,중식면류,1000.0,691.656,47.939,8.478,105.9
81,음식,삼선자장면,중식면류,700.0,803.898,33.638,18.135,126.533
82,음식,삼선짬뽕,중식면류,900.0,662.366,39.626,10.77,101.733
83,음식,쌀국수,국수류,600.0,320.32,15.6,4.2,55.1
84,음식,열무김치국수,국수류,800.0,431.0,15,10.2,69.6
85,음식,열무냉면,중식면류,800.0,525.492,20.842,5.783,97.52
86,음식,오일소스스파게티,스파게티류,400.0,646.736,19.555,23.426,89.42
87,음식,올갱이국수,국수류,1500.0,566.0,11.2,8.3,111.6
88,음식,우동(일식),중식면류,700.0,421.514,13.39,7.906,74.199
89,음식,우동(중식),중식면류,1000.0,648.471,29.452,21.022,85.366
90,음식,울면,중식면류,1000.0,728.857,37.455,7.369,128.178
91,음식,자장면,중식면류,650.0,796.503,19.771,20.321,133.631
92,음식,짬뽕라면,라면류,750.0,689.0,21.3,26.3,92
93,음식,치즈라면,라면류,600.0,595.0,16.8,23,80
94,음식,크림소스스파게티,스파게티류,400.0,837.57,21.794,50.594,73.763
95,음식,토마토소스스파게티,스파게티류,500.0,642.583,24.349,19.152,93.204
96,음식,해물칼국수,국수류,900.0,628.262,22.803,4.605,123.901
97,음식,해물크림소스스파게티,스파게티류,500.0,917.569,30.394,49.789,86.973
98,음식,해물토마토소스스파게티,스파게티류,500.0,584.438,27.974,13.73,87.243
99,음식,골뱅이무침,어패류무침,100.0,108.792,7.081,1.966,15.693
100,음식,노각무침,나물.채소류무침,150.0,84.0,2.6,1.8,14.3
101,음식,단무지무침,나물.채소류무침,50.0,20.0,0.5,0.8,2.8
102,음식,달래나물무침,나물.채소류무침,150.0,136.0,4,2.8,23.8
103,음식,더덕무침,나물.채소류무침,150.0,216.0,4.3,2.8,43.4
104,음식,도토리묵,기타,100.0,45.598,0.292,0.324,10.377
105,음식,밴댕이무침,어패류무침,400.0,600.01,29.8,33,46
106,음식,서대회무침,어패류무침,300.0,315.21,22.6,4.6,45.9
107,음식,쑥갓나물무침,나물.채소류무침,150.0,96.0,4.5,5.7,6.6
108,음식,우거지나물무침,나물.채소류무침,150.0,129.0,4.5,8.5,8.7
109,음식,쥐치채,어패류무침,20.0,55.917,2.754,0.147,10.895
110,음식,청포묵무침,기타 생채.무침류,250.0,149.0,2.9,5.2,22.7
111,음식,탕평채,기타 생채.무침류,100.0,97.496,3.552,3.807,12.256
112,음식,홍어무침,어패류무침,200.0,198.937,17.854,2.634,25.954
113,음식,고추장불고기 삼각김밥,김밥(초밥)류,100.0,165.289,3.661,1.578,34.112
114,음식,곤드레나물밥,기타 밥류,350.0,521.83,10.3,9.5,98.9
115,음식,국밥,기타 밥류,800.0,418.35,27.6,8.2,58.6
116,음식,농어초밥,김밥(초밥)류,250.0,396.743,17.433,1.336,78.747
117,음식,돼지국밥,기타 밥류,1200.0,911.4,66.4,38.6,74.7
118,음식,류산슬덮밥,덮밥류,550.0,574.992,26.962,19.039,73.947
119,음식,멍게비빔밥,비빔밥류,400.0,547.21,16.6,13.1,90.7
120,음식,멸치주먹밥,김밥(초밥)류,150.0,312.0,9,6.6,54.3
121,음식,묵밥,기타 밥류,950.0,642.16,14.8,7.7,128.6
122,음식,문어초밥,김밥(초밥)류,250.0,392.227,14.614,0.74,81.778
123,음식,비빔밥,비빔밥류,450.0,691.62,24.6,22,98.7
124,음식,삼선볶음밥,볶음밥류,400.0,686.108,26.237,26.461,85.754
125,음식,새우초밥,김밥(초밥)류,250.0,387.671,16.804,0.752,78.422
126,음식,새우튀김롤,김밥(초밥)류,300.0,606.504,14.467,18.168,96.281
127,음식,샐러드김밥,김밥(초밥)류,250.0,405.948,9.616,13.52,61.451
128,음식,생선초밥(광어),김밥(초밥)류,300.0,453.777,27.069,3.923,77.547
129,음식,생선초밥(모듬),김밥(초밥)류,300.0,461.966,25.423,6.061,76.431
130,음식,소고기국밥,기타 밥류,700.0,330.53,21.8,8.1,42.6
131,음식,소고기김밥,김밥(초밥)류,250.0,400.609,15.978,9.625,62.518
132,음식,송이덮밥,덮밥류,600.0,581.806,18.214,14.06,95.601
133,음식,숯불갈비 삼각김밥,김밥(초밥)류,100.0,161.243,3.998,1.674,32.547
134,음식,약초비빔밥,비빔밥류,400.0,511.8,11.9,15.9,80.2
135,음식,연어롤,김밥(초밥)류,300.0,510.191,18.571,15.404,74.318
136,음식,연어초밥,김밥(초밥)류,250.0,447.318,18.883,9.738,71.037
137,음식,오곡밥,쌀밥.잡곡밥류,250.0,388.816,11.952,1.303,82.321
138,음식,자장밥,덮밥류,500.0,741.66,15.236,22.277,120.057
139,음식,잡탕밥,덮밥류,750.0,777.439,44.12,20.135,104.937
140,음식,장어덮밥,덮밥류,400.0,716.541,30.088,22.976,97.351
141,음식,장어초밥,김밥(초밥)류,250.0,486.26,16.52,10.828,80.681
142,음식,참치덮밥,덮밥류,500.0,679.101,29.201,16.73,102.931
143,음식,참치마요네즈 삼각김밥,김밥(초밥)류,100.0,172.397,3.941,3.202,31.953
144,음식,충무김밥,김밥(초밥)류,400.0,583.926,23.425,5.956,109.156
145,음식,캘리포니아롤,김밥(초밥)류,300.0,487.639,12.33,9.046,89.227
146,음식,한치초밥,김밥(초밥)류,250.0,374.18,13.712,0.848,77.923
147,음식,해물덮밥,덮밥류,700.0,771.933,42.037,22.443,100.449
148,음식,해물볶음밥,볶음밥류,400.0,705.217,25.105,26.996,90.459
149,음식,회덮밥,덮밥류,500.0,683.018,30.21,16.553,103.3
150,음식,깻잎나물볶음,채소류볶음,200.0,206.0,7.5,14.4,11.5
151,음식,돼지고기볶음,육류볶음,200.0,350.673,22.961,20.665,18.21
152,음식,돼지껍데기볶음,육류볶음,150.0,352.0,25.8,16.7,24.5
153,음식,두부김치,채소류볶음,250.0,288.213,19.466,17.115,14.079
154,음식,머위나물볶음,채소류볶음,150.0,108.0,3.5,7,7.6
155,음식,멸치풋고추볶음,어패류볶음,20.0,52.379,4.65,2.239,3.406
156,음식,소세지볶음,육류볶음,200.0,471.0,18.8,29.9,31.8
157,음식,순대볶음,육류볶음,400.0,582.0,20.7,21.3,76.7
158,음식,양송이버섯볶음,채소류볶음,150.0,136.0,4.5,8.3,11
159,음식,오삼불고기,육류볶음,200.0,363.0,25.6,19.9,20.5
160,음식,주꾸미볶음,어패류볶음,200.0,211.413,18.326,5.201,22.825
161,음식,표고버섯볶음,채소류볶음,150.0,142.0,4.5,6.7,15.8
162,음식,해물볶음,어패류볶음,400.0,419.06,38.2,15.3,32.2
163,음식,곰보빵,기타 빵류,70.0,277.336,6.313,9.273,42.157
164,음식,만주,앙금빵류,70.0,222.494,5.13,1.64,46.803
165,음식,버터크림빵,크림빵류,60.0,229.957,4.905,11.043,27.736
166,음식,불고기피자,피자류,200.0,505.0,27.4,16.7,61.2
167,음식,참치샌드위치,샌드위치류,250.0,555.0,23.3,35.1,36.5
168,음식,찹쌀도우넛,"튀김빵류(도넛, 꽈배기 등)",70.0,207.047,3.526,3.682,39.952
169,음식,채소고로케,"튀김빵류(도넛, 꽈배기 등)",100.0,300.653,7.125,16.378,31.187
170,음식,초콜릿케이크,케이크류,100.0,420.243,5.315,24.955,43.597
171,음식,치즈케이크,케이크류,100.0,329.145,7.225,20.632,28.638
172,음식,치즈피자,피자류,200.0,553.0,31.4,15.8,71.2
173,음식,페이스트리빵,페이스트리류,70.0,319.59,5.992,18.396,32.516
174,음식,페퍼로니피자,피자류,200.0,532.0,29.4,14.8,70.3
175,음식,포테이토피자,피자류,250.0,628.0,28,25.5,71.6
176,음식,수정과,기타 음료 및 차류,150.0,133.004,0.597,5.474,20.337
177,음식,식혜,기타 음료 및 차류,150.0,130.137,2.302,2.628,24.319
178,음식,간장마늘쫑장아찌,장아찌.절임류,50.0,30.0,1,0.5,5.4
179,음식,고추장마늘쫑장아찌,장아찌.절임류,50.0,55.0,1.3,0.9,10.5
180,음식,매실장아찌,장아찌.절임류,30.0,72.879,0.496,0.129,17.432
181,음식,무장아찌,장아찌.절임류,30.0,23.923,0.441,0.227,5.029
182,음식,계적,적류,250.0,488.084,57.721,30.429,0
183,음식,낙지꼬지,어패류전,80.0,75.354,13.14,1.276,2.828
184,음식,돔베기적,적류,100.0,159.486,30.077,7.417,0
185,음식,소고기산적,적류,200.0,453.075,48.41,25.568,7.331
186,음식,소라산적,적류,80.0,120.1,17.922,2.512,6.451
187,음식,오징어산적,적류,80.0,101.709,17.375,1.977,3.603
188,음식,홍어적,적류,100.0,89.153,23.592,0.66,0
189,음식,홍합산적,적류,80.0,156.665,17.782,4.804,10.576
190,음식,가자미전,어패류전,150.0,230.282,25.76,11.065,6.915
191,음식,고추전,채소류전,150.0,274.689,12.91,17.223,17.01
192,음식,굴전,어패류전,100.0,195.0,10.6,10.5,14.5
193,음식,깻잎전,채소류전,150.0,361.099,17.736,25.776,14.543
194,음식,녹두빈대떡,부침류,100.0,207.942,7.945,10.27,20.934
195,음식,동그랑땡(육원전),육류전,150.0,309.2,19.618,20.001,12.681
196,음식,동태전,어패류전,150.0,268.045,22.636,15.04,10.536
197,음식,두부전,채소류전,150.0,254.643,20.458,15.868,7.499
198,음식,미나리전,채소류전,150.0,226.413,5.239,7.617,34.227
199,음식,배추전,채소류전,150.0,240.746,5.166,8.669,35.515
200,음식,버섯전,채소류전,150.0,240.687,10.524,14.868,16.194
201,음식,야채전,채소류전,100.0,194.0,5.4,9.5,21.6
202,음식,파전,채소류전,150.0,292.799,6.834,14.026,34.807
203,음식,햄부침,육류전,100.0,244.0,11.3,17.1,11.3
204,음식,호박부침개,채소류전,100.0,129.0,3.9,8.1,10.1
205,음식,호박전,채소류전,150.0,208.104,6.478,13.09,16.096
206,음식,화양적,적류,150.0,272.647,13.582,14.77,21.347
207,음식,가자미조림,어패류조림,300.0,297.98,37.1,7.1,21.5
208,음식,고추조림,채소류조림,100.0,111.0,3.3,4.9,13.4
209,음식,동태조림,어패류조림,250.0,276.0,40.8,4.7,17.4
210,음식,돼지고기메추리알장조림,육류조림,50.0,63.492,8.336,1.851,3.372
211,음식,북어조림,어패류조림,100.0,181.86,20.826,3.331,17.143
212,음식,소고기메추리알장조림,육류조림,50.0,60.652,8.137,1.842,2.883
213,음식,조기조림,어패류조림,300.0,384.0,41.1,18.8,12.8
214,음식,게살죽,죽류,800.0,564.83,17.898,7.095,107.346
215,음식,깨죽,죽류,800.0,515.348,13.656,15.944,79.305
216,음식,백합죽,죽류,700.0,455.28,16.5,5.6,84.7
217,음식,소고기버섯죽,죽류,800.0,578.278,18.747,7.465,109.026
218,음식,어죽,죽류,800.0,552.06,20.4,7.5,100.8
219,음식,잣죽,죽류,700.0,874.482,19.179,19.629,155.275
220,음식,참치죽,죽류,800.0,659.599,24.194,16.062,104.566
221,음식,고등어찌개,어패류찌개.전골,600.0,601.62,48.9,33.7,25.6
222,음식,김치찌개,채소류찌개.전골,400.0,243.032,15.069,15.005,11.929
223,음식,꽁치찌개,어패류찌개.전골,300.0,355.0,24,23.3,12.2
224,음식,두부전골,채소류찌개.전골,500.0,315.16,25.6,16.1,17.1
225,음식,버섯찌개,채소류찌개.전골,400.0,167.56,14.7,5.2,15.4
226,음식,부대찌개,육류찌개.전골,600.0,399.5,18.4,18.6,39.7
227,음식,새우젓두부찌개,채소류찌개.전골,300.0,166.0,16.2,8.1,7.2
228,음식,소곱창전골,육류찌개.전골,600.0,529.0,41.6,27.3,29.2
229,음식,햄김치찌개,육류찌개.전골,300.0,189.0,11.1,10.4,12.7
230,음식,호박찌개,채소류찌개.전골,300.0,95.0,5.6,2.6,12.2
231,음식,대구찜,어패류찜,500.0,376.42,51.7,7.9,24.7
232,음식,도미찜,어패류찜,100.0,125.506,22.996,3.485,0.54
233,음식,동태찜,어패류찜,500.0,394.32,50.9,9.7,25.8
234,음식,돼지등갈비찜,육류찜,450.0,961.04,72.1,49.2,57.4
235,음식,돼지머리고기,육류찜,200.0,650.0,42.4,52,3.5
236,음식,매운갈비찜,육류찜,300.0,517.44,61.3,19.7,23.7
237,음식,문어숙회,어패류찜,80.0,66.914,14.862,0.505,0.73
238,음식,민어찜,어패류찜,100.0,136.878,21.474,5.914,0
239,음식,병어찜,어패류찜,100.0,179.688,18.857,11.515,0.157
240,음식,북어찜,어패류찜,150.0,235.0,28.1,5.7,18
241,음식,붕어찜,어패류찜,1100.0,835.6,54.3,36.9,71.6
242,음식,소갈비찜,육류찜,250.0,494.599,49.86,26.956,13.138
243,음식,순대 ,육류찜,300.0,542.415,19.561,25.636,58.362
244,음식,아구찜,어패류찜,400.0,310.871,48.302,5.309,17.471
245,음식,아구찜,어패류찜,750.0,492.32,65.4,6.5,43.1
246,음식,안동찜닭,육류찜,1500.0,1364.21,114.2,38.8,139.5
247,음식,전어찜,어패류찜,100.0,278.218,17.275,22.97,0.597
248,음식,조기찜,어패류찜,100.0,182.118,20.058,10.59,1.642
249,음식,참꼬막,어패류찜,80.0,90.787,12.472,2.503,4.592
250,음식,한방오리백숙,육류찜,300.0,469.532,68.79,20.104,3.358
251,음식,해물찜,어패류찜,500.0,400.08,42.6,9.8,35.4
252,음식,홍어찜,어패류찜,250.0,202.669,47.12,1.034,1.221
253,음식,갈낙탕,육류국.탕,400.0,261.77,35.8,12.8,0.8
254,음식,곰탕,육류국.탕,300.0,183.25,19.4,3.7,18.1
255,음식,광어매운탕,어패류국.탕,600.0,419.793,58.417,16.621,9.133
256,음식,낙지탕,어패류국.탕,600.0,187.8,29.4,3.2,10.4
257,음식,대구매운탕,어패류국.탕,600.0,361.747,57.361,7.214,16.844
258,음식,대구지리탕,어패류국.탕,600.0,262.02,41.6,6.2,9.9
259,음식,메기매운탕,어패류국.탕,600.0,400.0,28.6,10.2,48.6
260,음식,복지리탕,어패류국.탕,600.0,232.05,41.7,2.7,10.3
261,음식,소탕,육류국.탕,150.0,86.369,7.657,5.35,1.898
262,음식,아구탕,어패류국.탕,600.0,246.07,37.8,4.9,12.8
263,음식,어탕,어패류국.탕,150.0,85.87,12.699,3.09,1.817
264,음식,연포탕,어패류국.탕,1000.0,541.644,94.902,9.03,20.191
265,음식,우럭매운탕,어패류국.탕,600.0,406.816,52.146,17.032,11.235
266,음식,육탕,육류국.탕,150.0,87.633,12.661,3.954,0.351
267,음식,전복탕,어패류국.탕,600.0,196.85,26.8,3,15.8
268,음식,조기매운탕,어패류국.탕,600.0,384.38,35.1,19.4,17.3
269,음식,짱뚱어탕,어패류국.탕,600.0,188.77,11.5,8.5,16.6
270,음식,추어탕,어패류국.탕,1000.0,316.72,22.7,13.2,26.8
271,음식,해물탕,어패류국.탕,600.0,267.81,39.8,4.7,16.6
272,음식,고구마맛탕,채소류튀김,200.0,491.0,3.3,11,94.6
273,음식,고구마튀김,채소류튀김,100.0,252.964,2.723,11.874,33.802
274,음식,고추튀김,채소류튀김,100.0,202.0,7.6,12.6,14.6
275,음식,닭튀김,육류튀김,300.0,903.0,65.2,49.7,48.8
276,음식,등심돈가스,육류튀김,200.0,623.828,32.992,37.545,38.489
277,음식,모래집튀김,육류튀김,150.0,468.37,28.1,26.6,29.1
278,음식,미꾸라지튀김,어패류튀김,100.0,387.487,10.887,25.391,28.855
279,음식,생선까스,어패류튀김,200.0,653.441,24.334,41.096,46.56
280,음식,안심돈가스,육류튀김,200.0,651.755,33.281,42.402,34.253
281,음식,양념치킨,치킨류,200.0,552.0,35.5,26.8,42.3
282,음식,쥐포튀김,어패류튀김,100.0,356.912,9.617,16.493,42.502
283,음식,치즈돈가스,육류튀김,250.0,755.369,42.02,46.693,41.764
284,음식,치킨까스,치킨류,200.0,592.998,27.913,33.918,44.021
285,음식,대구포,포류,100.0,140.842,31.966,0.404,2.335
286,음식,북어포,포류,20.0,66.463,15.423,0.389,0.317
287,음식,매작과,한과류,30.0,123.861,2.254,3.946,19.833
288,음식,산자,한과류,30.0,109.711,0.693,0.926,24.652
289,음식,송화다식,한과류,30.0,110.827,2.489,1.345,22.192
290,음식,약과,한과류,30.0,119.731,1.259,1.425,25.467
291,음식,유과,한과류,30.0,127.091,0.842,3.85,22.269
292,음식,글램핑 바비큐(오리지널 L),피자류,157.0,410.0,17,-,-
293,음식,글램핑 바비큐(나폴리M),피자류,127.0,328.0,15,-,-
294,음식,글램핑 바비큐(나폴리L),피자류,126.0,312.0,16,-,-
295,음식,글램핑 바비큐(씬 M),피자류,105.0,266.0,13,-,-
296,음식,글램핑 바비큐(씬 L),피자류,103.0,273.0,13,-,-
297,음식,글램핑 바비큐(슈퍼시드 함유 도우M),피자류,172.0,485.0,24,-,-
298,음식,글램핑 바비큐(슈퍼시드 함유 도우L),피자류,156.0,392.0,19,-,-
299,음식,글램핑 바비큐 더블치즈엣지(오리지널 M),피자류,129.0,330.0,16,-,-
300,음식,글램핑 바비큐 더블치즈엣지(오리지널 L),피자류,196.0,489.0,25,-,-
301,음식,더블크러스트 이베리코(더블 크러스트 L),피자류,152.0,387.0,19,-,-
302,음식,더블크러스트 이베리코(더블 크러스트 M),피자류,130.0,345.0,12,-,-
303,음식,리얼불고기(오리지널 L),피자류,164.0,420.0,14,-,-
304,음식,리얼불고기(오리지널 M),피자류,115.0,280.0,13,-,-
305,음식,리얼불고기(나폴리L),피자류,130.0,334.0,16,-,-
306,음식,리얼불고기(나폴리M),피자류,181.0,430.0,23,-,-
307,음식,리얼불고기(씬 L),피자류,149.0,365.0,20,-,-
308,음식,리얼불고기(씬 M),피자류,139.0,396.0,22,-,-
309,음식,리얼불고기(슈퍼시드 함유 도우L),피자류,111.0,313.0,15,-,-
310,음식,리얼불고기(슈퍼시드 함유 도우M),피자류,116.0,292.0,14,-,-
311,음식,리얼불고기 더블치즈엣지(오리지널 L),피자류,133.0,344.0,17,-,-
312,음식,리얼불고기 더블치즈엣지(오리지널 M),피자류,144.0,350.0,18,-,-
313,음식,문어밤 슈림프(오리지널 L),피자류,170.0,428.0,21,-,-
314,음식,문어밤 슈림프(오리지널 M),피자류,117.0,280.0,15,-,-
315,음식,문어밤 슈림프(나폴리L),피자류,143.0,323.0,18,-,-
316,음식,문어밤 슈림프(나폴리M),피자류,186.0,430.0,22,-,-
317,음식,문어밤 슈림프(씬 L),피자류,111.0,254.0,15,-,-
318,음식,문어밤 슈림프(씬 M),피자류,153.0,389.0,20,-,-
319,음식,문어밤 슈림프(슈퍼시드 함유 도우L),피자류,130.0,333.0,19,-,-
320,음식,문어밤 슈림프(슈퍼시드 함유 도우M),피자류,118.0,280.0,16,-,-
321,음식,문어밤 슈림프 더블치즈엣지(오리지널 L),피자류,143.0,322.0,17,-,-
322,음식,문어밤 슈림프 더블치즈엣지(오리지널 M),피자류,144.0,347.0,18,-,-
323,음식,베스트 콰트로(오리지널 L),피자류,186.0,460.0,25,-,-
324,음식,베스트 콰트로(오리지널 M),피자류,134.0,312.0,13,-,-
325,음식,베스트 콰트로(나폴리L),피자류,157.0,387.0,18,-,-
326,음식,베스트 콰트로(나폴리M),피자류,107.0,259.0,12,-,-
327,음식,베스트 콰트로(씬 L),피자류,129.0,306.0,15,-,-
328,음식,베스트 콰트로(씬 M),피자류,181.0,457.0,19,-,-
329,음식,베스트 콰트로(슈퍼시드 함유 도우L),피자류,112.0,274.0,12,-,-
330,음식,베스트 콰트로(슈퍼시드 함유 도우M),피자류,132.0,322.0,13,-,-
331,음식,베스트 콰트로 더블치즈엣지(오리지널 L),피자류,159.0,393.0,17,-,-
332,음식,베스트 콰트로 더블치즈엣지(오리지널 M),피자류,160.0,384.0,19,-,-
333,음식,베이컨체더치즈(오리지널 L),피자류,194.0,455.0,23,-,-
334,음식,베이컨체더치즈(오리지널 M),피자류,114.0,311.0,14,-,-
335,음식,베이컨체더치즈(나폴리L),피자류,129.0,356.0,18,-,-
336,음식,베이컨체더치즈(나폴리M),피자류,176.0,465.0,24,-,-
337,음식,베이컨체더치즈(씬 L),피자류,143.0,382.0,21,-,-
338,음식,베이컨체더치즈(씬 M),피자류,147.0,437.0,22,-,-
339,음식,베이컨체더치즈(슈퍼시드 함유 도우L),피자류,125.0,377.0,19,-,-
340,음식,베이컨체더치즈(슈퍼시드 함유 도우M),피자류,113.0,307.0,14,-,-
341,음식,베이컨체더치즈 더블치즈엣지(오리지널 L),피자류,129.0,355.0,17,-,-
342,음식,베이컨체더치즈 더블치즈엣지(오리지널 M),피자류,135.0,364.0,18,-,-
343,음식,불고기(오리지널 L),피자류,158.0,436.0,21,-,-
344,음식,불고기(오리지널 M),피자류,121.0,291.0,15,-,-
345,음식,불고기(나폴리L),피자류,129.0,319.0,16,-,-
346,음식,불고기(나폴리M),피자류,177.0,421.0,2,-,-
347,음식,불고기(씬 L),피자류,102.0,250.0,14,-,-
348,음식,불고기(씬 M),피자류,162.0,394.0,22,-,-
349,음식,불고기(슈퍼시드 함유 도우L),피자류,125.0,312.0,18,-,-
350,음식,불고기(슈퍼시드 함유 도우M),피자류,121.0,301.0,15,-,-
351,음식,불고기 더블치즈엣지(오리지널 L),피자류,134.0,342.0,16,-,-
352,음식,불고기 더블치즈엣지(오리지널 M),피자류,139.0,350.0,18,-,-
353,음식,블랙앵거스 스테이크(오리지널 L),피자류,158.0,405.0,21,-,-
354,음식,블랙앵거스 스테이크(오리지널 M),피자류,126.0,307.0,14,-,-
355,음식,블랙앵거스 스테이크(나폴리L),피자류,160.0,383.0,17,-,-
356,음식,블랙앵거스 스테이크(나폴리M),피자류,103.0,248.0,12,-,-
357,음식,블랙앵거스 스테이크(씬 L),피자류,121.0,296.0,14,-,-
358,음식,블랙앵거스 스테이크(씬 M),피자류,169.0,459.0,20,-,-
359,음식,블랙앵거스 스테이크(슈퍼시드 함유 도우L),피자류,103.0,266.0,12,-,-
360,음식,블랙앵거스 스테이크(슈퍼시드 함유 도우M),피자류,126.0,301.0,14,-,-
361,음식,블랙앵거스 스테이크 더블치즈엣지(오리지널 L),피자류,158.0,369.0,17,-,-
362,음식,블랙앵거스 스테이크 더블치즈엣지(오리지널 M),피자류,156.0,388.0,19,-,-
363,음식,블랙타이거 슈림프(오리지널 L),피자류,198.0,488.0,23,-,-
364,음식,블랙타이거 슈림프(오리지널 M),피자류,123.0,288.0,13,-,-
365,음식,블랙타이거 슈림프(나폴리M),피자류,191.0,453.0,20,-,-
366,음식,블랙타이거 슈림프(나폴리L),피자류,159.0,358.0,18,-,-
367,음식,블랙타이거 슈림프(씬 M),피자류,188.0,431.0,20,-,-
368,음식,블랙타이거 슈림프(씬 L),피자류,125.0,308.0,14,-,-
369,음식,블랙타이거 슈림프(슈퍼시드 함유 도우L),피자류,157.0,403.0,18,-,-
370,음식,블랙타이거 슈림프 더블치즈엣지(오리지널 L),피자류,118.0,290.0,13,-,-
371,음식,블랙타이거슈림프(슈퍼시드 함유 도우M),피자류,144.0,363.0,18,-,-
372,음식,블랙타이거슈림프 더블치즈엣지(오리지널 M),피자류,193.0,468.0,21,-,-
373,음식,슈퍼디럭스(오리지널 L),피자류,248.0,625.0,32,-,-
374,음식,슈퍼디럭스(오리지널 M),피자류,134.0,307.0,17,-,-
375,음식,슈퍼디럭스(나폴리L),피자류,150.0,386.0,19,-,-
376,음식,슈퍼디럭스(나폴리M),피자류,107.0,251.0,12,-,-
377,음식,슈퍼디럭스(씬 L),피자류,118.0,282.0,15,-,-
378,음식,슈퍼디럭스(씬 M),피자류,186.0,450.0,24,-,-
379,음식,슈퍼디럭스(슈퍼시드 함유 도우L),피자류,155.0,393.0,20,-,-
380,음식,슈퍼디럭스(슈퍼시드 함유 도우M),피자류,133.0,332.0,14,-,-
381,음식,슈퍼디럭스 더블치즈엣지(오리지널 L),피자류,149.0,373.0,16,-,-
382,음식,슈퍼디럭스 더블치즈엣지(오리지널 M),피자류,159.0,359.0,19,-,-
383,음식,슈퍼슈프림(오리지널 L),피자류,188.0,452.0,24,-,-
384,음식,슈퍼슈프림(오리지널 M),피자류,151.0,321.0,17,-,-
385,음식,슈퍼슈프림(나폴리L),피자류,168.0,366.0,20,-,-
386,음식,슈퍼슈프림(나폴리M),피자류,123.0,246.0,14,-,-
387,음식,슈퍼슈프림(씬 L),피자류,139.0,291.0,16,-,-
388,음식,슈퍼슈프림(씬 M),피자류,111.0,236.0,13,-,-
389,음식,슈퍼슈프림(슈퍼시드 함유 도우L),피자류,120.0,251.0,15,-,-
390,음식,슈퍼슈프림(슈퍼시드 함유 도우M),피자류,146.0,335.0,15,-,-
391,음식,슈퍼슈프림 더블치즈엣지(오리지널 L),피자류,165.0,385.0,19,-,-
392,음식,슈퍼슈프림 더블치즈엣지(오리지널 M),피자류,172.0,374.0,21,-,-
393,음식,와규 앤 비스테카(오리지널 L),피자류,193.0,433.0,24,-,-
394,음식,와규 앤 비스테카(오리지널 M),피자류,130.0,305.0,14,-,-
395,음식,와규 앤 비스테카(나폴리L),피자류,154.0,377.0,16,-,-
396,음식,와규 앤 비스테카(나폴리M),피자류,107.0,247.0,16,-,-
397,음식,와규 앤 비스테카(씬 L),피자류,130.0,306.0,18,-,-
