고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
음식_커피류,시나몬 카페모카 venti (hot),680.0,579.1,66.0,14.7,26.6,58.3
음식_커피류,시나몬 카페모카 venti (iced),680.0,532.0,59.4,10.4,25.8,51.4
음식_커피류,그린민트 카페모카 tall (hot),369.0,379.5,110.5,9.1,19.8,24.5
음식_커피류,그린민트 카페모카 tall (iced),397.0,336.6,106.4,6.5,17.8,20.3
음식_커피류,그린민트 카페모카 grande (hot),510.0,494.4,198.1,11.1,23.4,31.2
음식_커피류,그린민트 카페모카 grande (iced),454.0,487.8,194.5,8.5,25.0,27.3
음식_커피류,그린민트 카페모카 venti (hot),680.0,632.4,287.9,14.5,28.0,40.2
음식_커피류,그린민트 카페모카 venti (iced),680.0,571.7,280.3,9.6,26.4,32.3
음식_커피류,핫 초콜릿 tall (hot),369.0,429.8,51.2,10.8,19.8,40.1
음식_커피류,핫 초콜릿 tall (iced),397.0,387.0,47.1,8.2,17.8,35.9
음식_커피류,핫 초콜릿 grande (hot),510.0,565.3,72.5,14.0,23.9,56.0
음식_커피류,핫 초콜릿 grande (iced),454.0,565.4,69.4,11.7,26.0,52.6
음식_커피류,핫 초콜릿 venti (hot),680.0,730.6,96.5,18.9,29.5,74.8
음식_커피류,핫 초콜릿 venti (iced),680.0,644.7,81.1,14.0,28.5,61.7
음식_커피류,시나몬 초콜릿 tall (hot),369.0,428.3,49.8,10.4,20.2,43.9
음식_커피류,시나몬 초콜릿 tall (iced),397.0,378.7,45.2,7.6,17.9,39.2
음식_커피류,시나몬 초콜릿 grande (hot),510.0,533.1,63.3,13.2,24.6,55.8
음식_커피류,시나몬 초콜릿 grande (iced),454.0,533.2,60.2,11.0,26.6,52.4
음식_커피류,시나몬 초콜릿 venti (hot),680.0,667.6,79.6,17.7,30.2,70.6
음식_커피류,시나몬 초콜릿 venti (iced),680.0,613.7,72.5,13.1,29.1,63.2
음식_커피류,그린민트 초콜릿 tall (hot),369.0,431.0,125.8,10.3,21.5,29.6
음식_커피류,그린민트 초콜릿 tall (iced),397.0,395.0,122.2,8.0,20.0,25.9
음식_커피류,그린민트 초콜릿 grande (hot),510.0,561.3,214.9,13.2,26.3,37.8
음식_커피류,그린민트 초콜릿 grande (iced),454.0,568.2,212.3,11.2,28.7,34.8
음식_커피류,그린민트 초콜릿 venti (hot),680.0,721.3,306.7,17.8,32.5,48.8
음식_커피류,그린민트 초콜릿 venti (iced),680.0,660.6,299.1,12.8,30.9,40.8
음식_커피류,그린라떼 tall (hot),369.0,296.3,38.6,9.2,11.8,14.5
음식_커피류,그린라떼 tall (iced),397.0,228.8,33.6,6.2,7.8,9.5
음식_커피류,그린라떼 grande (hot),510.0,397.3,52.8,12.1,15.5,19.0
음식_커피류,그린라떼 grande (iced),454.0,336.5,48.3,9.4,11.9,14.5
음식_커피류,그린라떼 venti (hot),680.0,538.7,70.0,16.8,21.6,26.5
음식_커피류,그린라떼 venti (iced),680.0,410.5,60.5,11.1,14.0,17.0
음식_차류,밀크티 로열 tall (hot),369.0,340.9,53.0,5.5,12.1,7.5
음식_차류,밀크티 로열 tall (iced),397.0,340.9,53.0,5.5,12.1,7.5
음식_차류,밀크티 로열 grande (hot),510.0,418.2,63.8,7.2,15.2,10.0
음식_차류,밀크티 로열 grande (iced),454.0,431.7,64.8,7.8,16.0,11.0
음식_차류,밀크티 로열 venti (hot),680.0,498.5,74.5,8.8,18.3,12.5
음식_차류,밀크티 로열 venti (iced),680.0,509.0,75.5,9.4,19.1,13.5
음식_차류,군고구마 라떼 tall (hot),369.0,310.9,38.4,9.8,13.3,31.2
음식_차류,군고구마 라떼 tall (iced),397.0,243.4,33.4,6.8,9.3,26.2
음식_차류,아카시아 꿀차 tall,369.0,289.9,51.3,3.6,7.1,21.8
음식_차류,아카시아 꿀차 grande ,510.0,367.2,67.1,4.6,8.2,26.8
음식_차류,아카시아 꿀차 venti ,680.0,449.6,82.9,5.7,9.3,31.8
음식_스무디류,바닐라 탐앤치노 tall,397.0,289.0,51.0,3.7,6.9,21.6
음식_스무디류,바닐라 탐앤치노 grande ,454.0,366.4,66.8,4.7,8.0,26.6
음식_스무디류,바닐라 탐앤치노 venti ,680.0,448.7,82.6,5.7,9.1,31.6
음식_스무디류,에스프레소 탐앤치노 tall,397.0,236.1,37.2,3.2,7.6,22.7
음식_스무디류,에스프레소 탐앤치노 grande ,454.0,295.9,48.5,4.0,8.8,30.6
음식_스무디류,에스프레소 탐앤치노 venti ,680.0,360.7,59.9,4.9,10.1,38.4
음식_스무디류,모카 탐앤치노 tall,397.0,303.2,53.9,4.5,7.5,31.8
음식_스무디류,모카 탐앤치노 grande ,454.0,387.4,70.7,6.0,8.8,42.4
음식_스무디류,모카 탐앤치노 venti ,680.0,476.7,87.4,7.4,10.1,52.9
음식_스무디류,캬라멜 탐앤치노 tall,397.0,324.5,56.9,3.9,8.3,33.6
음식_스무디류,캬라멜 탐앤치노 grande ,454.0,426.8,77.8,5.2,9.8,46.7
음식_스무디류,캬라멜 탐앤치노 venti ,680.0,512.7,93.3,6.4,11.3,55.1
음식_스무디류,시나몬 모카 탐앤치노 tall,397.0,261.7,46.5,3.4,6.2,39.2
음식_스무디류,시나몬 모카 탐앤치노 grande ,454.0,315.2,56.8,4.4,7.1,48.0
음식_스무디류,시나몬 모카 탐앤치노 venti ,680.0,373.7,67.1,5.2,8.0,56.8
음식_스무디류,그린민트 모카 탐앤치노 tall,397.0,333.0,205.3,4.0,8.9,25.6
음식_스무디류,그린민트 모카 탐앤치노 grande ,454.0,412.0,291.1,5.0,10.3,30.6
음식_스무디류,그린민트 모카 탐앤치노 venti ,680.0,495.9,377.0,6.1,11.7,35.6
음식_스무디류,그린 티 탐앤치노 tall,397.0,338.0,59.9,5.0,8.6,6.6
음식_스무디류,그린 티 탐앤치노 grande ,454.0,405.2,71.6,6.4,10.3,8.6
음식_스무디류,그린 티 탐앤치노 venti ,680.0,472.4,83.3,7.8,12.0,10.6
음식_스무디류,시나몬 초콜릿 탐앤치노 tall,397.0,339.9,58.7,5.6,8.7,50.0
음식_스무디류,시나몬 초콜릿  탐앤치노 grande ,454.0,406.9,70.0,7.0,10.4,59.8
음식_스무디류,시나몬 초콜릿 탐앤치노 venti ,680.0,473.9,81.3,8.6,12.1,69.6
음식_스무디류,그린민트 초콜릿 탐앤치노 tall,397.0,418.5,214.0,6.2,14.3,34.0
음식_스무디류,그린민트 초콜릿 탐앤치노 grande ,454.0,521.0,302.0,7.8,17.1,41.0
음식_스무디류,그린민트 초콜릿 탐앤치노 venti ,680.0,613.4,388.8,9.5,19.3,47.0
음식_스무디류,자바 칩 탐앤치노 tall,397.0,423.4,69.4,7.0,13.2,43.6
음식_스무디류,자바 칩 탐앤치노 grande ,454.0,531.1,88.3,9.1,15.9,56.2
음식_스무디류,자바 칩 탐앤치노 venti ,680.0,628.9,106.1,11.1,18.0,67.8
음식_스무디류,월넛치노 tall,397.0,621.7,98.3,11.4,21.0,76.3
음식_스무디류,월넛치노 grande ,454.0,714.6,113.1,13.4,23.9,88.3
음식_스무디류,월넛치노 venti ,680.0,807.4,127.9,15.4,26374.0,100.3
음식_스무디류,플레인 요거트 스무디 tall,397.0,297.3,54.6,7.9,5.4,34.7
음식_스무디류,플레인 요거트 스무디 grande,454.0,386.1,70.5,10.3,7.1,44.9
음식_스무디류,플레인 요거트 스무디 venti,680.0,461.4,85.3,12.1,8.1,54.1
음식_스무디류,프리미엄 요거트 스무디 tall,397.0,379.0,85.0,2.4,3.2,63.0
음식_스무디류,프리미엄 요거트 스무디 grande,454.0,450.8,101.7,2.7,3.6,75.3
음식_스무디류,프리미엄 요거트 스무디 venti,680.0,555.0,126.5,3.0,4.0,93.5
음식_스무디류,프리미엄 스무디 블루베리 tall,397.0,379.0,85.0,2.4,3.2,63.0
음식_스무디류,프리미엄 스무디 블루베리 grande,454.0,450.8,101.7,2.7,3.6,75.3
음식_스무디류,프리미엄 스무디 블루베리 venti,680.0,555.0,126.5,3.0,4.0,93.5
음식_스무디류,프리미엄 스무디 유자 tall,397.0,301.6,71.7,1.5,2.0,61.6
음식_스무디류,프리미엄 스무디 유자 grande,454.0,439.8,104.2,2.3,3.0,89.6
음식_스무디류,프리미엄 스무디 유자 venti,680.0,571.4,136.3,2.7,3.6,117.2
음식_스무디류,과일 요거트 스무디 tall,397.0,359.0,79.0,2.4,3.7,71.0
음식_스무디류,과일 요거트 스무디 grande ,454.0,426.8,94.5,2.7,4.2,84.9
음식_스무디류,과일 요거트 스무디 venti ,680.0,525.0,117.5,3.0,4.8,105.5
음식_스무디류,과일 스무디 딸기 tall,397.0,359.0,79.0,2.4,3.7,71.0
음식_스무디류,과일 스무디 딸기 grande ,454.0,426.8,94.5,2.7,4.2,84.9
음식_스무디류,과일 스무디 딸기 venti ,680.0,525.0,117.5,3.0,4.8,105.5
음식_스무디류,과일 스무디 망고 tall,397.0,354.0,77.0,2.4,3.7,69.0
음식_스무디류,과일 스무디 망고 grande ,454.0,420.8,92.1,2.7,4.2,82.5
음식_스무디류,과일 스무디 망고 venti ,680.0,517.5,114.5,3.0,4.8,102.5
음식_스무디류,홍시 스무디 tall,397.0,357.2,46.6,3.7,3.5,77.1
음식_탄산음료류,블루레몬 에이드 grande,454.0,292.6,73.2,0.6,0.2,71.5
음식_과일.채소음료류,아이스 홍시 tall,397.0,173.0,26.6,0.7,0.2,41.4
음식_과일.채소음료류,국내산 과일주스 딸기 grande,454.0,276.2,69.9,1.3,0.4,52.1
음식_커피류,헤이즐넛 라떼 ICE,415.0,252.6,32.7,10.0,9.2,0.0
음식_커피류,헤이즐넛 라떼,385.0,252.6,32.7,10.0,9.2,0.0
음식_커피류,바닐라 라떼,385.0,251.4,34.3,9.2,8.9,0.0
음식_커피류,바닐라 라떼 ICE,415.0,251.4,34.3,9.2,8.9,0.0
음식_커피류,카페모카,385.0,288.8,36.6,10.4,11.2,0.0
음식_커피류,카페모카 ICE,385.0,288.8,36.6,10.4,11.2,0.0
음식_커피류,카라멜 마끼아또,385.0,273.0,39.7,9.2,8.9,0.0
음식_커피류,카라멜 마끼아또 ICE,415.0,273.0,39.7,9.2,8.9,0.0
음식_커피류,녹차라떼,385.0,365.0,58.1,11.2,9.6,0.0
음식_커피류,녹차라떼 ICE,385.0,365.0,58.1,11.2,9.6,0.0
음식_커피류,아메리카노,100.0,2.5,0.4,0.1,0.0,0.0
음식_커피류,카페라떼,100.0,17.6,1.9,1.1,0.6,0.7
음식_커피류,카푸치노,100.0,22.9,2.5,1.3,0.9,1.2
음식_커피류,카라멜마끼아또,100.0,40.1,6.0,2.0,0.9,5.8
음식_커피류,바닐라 라떼,100.0,40.7,5.5,1.3,1.5,3.8
음식_커피류,카페모카,100.0,38.9,6.4,0.9,1.1,4.8
음식_커피류,헤이즐넛 아메리카노,100.0,2.0,0.3,0.2,0.0,0.0
음식_커피류,헤이즐넛 라떼,100.0,21.0,1.7,1.2,1.1,1.4
음식_커피류,더치 아메리카노,100.0,2.8,0.5,0.2,0.0,0.0
음식_커피류,더치 라떼,100.0,20.6,2.2,1.0,0.9,1.4
음식_차류,초코라떼,100.0,65.2,10.8,1.5,1.8,9.6
음식_차류,녹차라떼,100.0,57.4,9.6,1.6,1.4,8.8
음식_차류,오곡라떼,100.0,65.1,9.8,1.6,2.2,6.6
음식_차류,민트크림초코,100.0,66.5,10.5,1.2,2.2,7.5
음식_차류,고구마라떼,100.0,73.7,13.4,1.2,1.7,7.3
음식_차류,홍차라떼,100.0,61.0,9.5,1.6,1.8,8.9
음식_차류,폭탄초코,100.0,77.7,10.7,1.5,3.2,10.3
음식_차류,딸기라떼,100.0,64.8,9.9,1.4,2.2,9.7
음식_스무디류,플레인요거트,100.0,62.1,13.2,2.2,0.7,12.7
음식_스무디류,딸기요거트,100.0,75.1,15.8,1.7,0.6,15.6
음식_스무디류,녹차프라페,100.0,71.1,12.3,1.6,1.7,10.6
음식_스무디류,폭탄프라페,100.0,110.0,14.0,1.1,5.5,13.6
음식_스무디류,쿠키프라페,100.0,104.0,14.3,1.5,4.6,8.0
음식_스무디류,민트프라페,100.0,90.5,11.0,1.0,4.7,9.2
음식_스무디류,딸기스무디,100.0,64.7,12.2,0.7,1.5,10.0
음식_스무디류,망고스무디,100.0,58.1,12.2,0.8,0.7,11.8
음식_스무디류,망고요거트,100.0,71.7,14.8,1.6,0.7,13.0
음식_스무디류,모카프라페,100.0,97.1,12.1,1.5,4.8,11.8
음식_탄산음료류,레몬에이드,100.0,40.3,9.8,0.1,0.1,9.7
음식_탄산음료류,블루레몬에이드,100.0,45.3,11.1,0.1,0.1,10.7
음식_탄산음료류,자몽에이드,100.0,37.8,9.0,0.4,0.1,8.0
음식_탄산음료류,유자레이드,100.0,51.4,12.4,0.2,0.1,12.2
음식_탄산음료류,체리콕,100.0,56.1,13.9,0.0,0.0,13.8
음식_탄산음료류,라임에이드,100.0,42.1,10.4,0.0,0.0,9.5
음식_탄산음료류,폭탄에이드,100.0,43.8,10.7,0.1,0.1,9.1
음식_탄산음료류,청포도에이드,100.0,52.5,12.7,0.0,0.2,11.6
음식_탄산음료류,깔라만시에이드,100.0,48.2,12.0,0.0,0.0,11.0
음식_차류,아이스티,100.0,50.6,12.4,0.1,0.1,12.1
음식_차류,레몬티,100.0,46.5,11.0,0.5,0.0,10.4
음식_차류,유자티,100.0,56.0,13.7,0.1,0.1,13.2
음식_차류,꿀자몽티,100.0,58.4,14.3,0.1,0.1,13.7
음식_커피류,딸기바나나,100.0,59.1,11.4,1.0,1.0,10.9
음식_과일.채소음료류,망고바나나,100.0,67.0,13.6,1.1,0.9,13.0
음식_과일.채소음료류,초코바나나,100.0,62.9,11.4,1.4,1.3,10.0
음식_과일.채소음료류,망고주스,100.0,29.4,6.5,0.1,0.4,6.1
음식_페이스트리류,생크림 크루아상,95.0,399.0,34.0,5.0,27.0,11.0
음식_기타 빵류,블루베리 초코칩 스콘,110.0,485.0,67.0,7.0,21.0,24.0
음식_케이크류,오렌지 머핀,138.0,557.0,61.0,9.0,33.0,34.0
음식_샌드위치류,크로크무슈,1400.0,388.0,45.0,18.0,15.0,3.2
음식_케이크류,크림 치즈 머핀,128.0,525.0,68.0,9.0,29.0,32.0
음식_식빵류,플레인 베이글,120.0,315.0,63.0,12.0,1.6,8.0
음식_식빵류,치즈 베이글,120.0,389.0,47.0,12.0,17.0,9.0
음식_식빵류,쌀 블루베리 베이글,120.0,321.0,63.0,13.0,2.0,11.0
음식_샌드위치류,햄 치즈 포카치아,100.0,191.0,21.0,11.0,7.0,2.0
음식_샌드위치류,햄 치즈 잉글리쉬 머핀,100.0,186.0,22.0,11.0,6.0,1.0
음식_케이크류,떠먹는 레드벨벳,110.0,390.0,34.0,5.0,26.0,22.0
음식_케이크류,떠먹는 티라미수,120.0,341.0,23.0,6.0,25.0,16.0
음식_케이크류,헤이즐넛초코케익,205.0,907.0,69.0,16.0,63.0,58.0
음식_케이크류,다크초코롤,160.0,541.0,59.0,11.0,29.0,8.0
음식_케이크류,시카고 치즈 케익,110.0,409.0,28.0,9.0,29.0,23.0
음식_케이크류,초콜릿 무스 케익,120.0,448.0,34.0,6.0,32.0,22.0
음식_케이크류,까망베르 치즈 타르트,85.0,258.0,27.0,6.0,14.0,14.0
음식_케이크류,티라미수 큐브,160.0,467.0,39.0,6.0,31.0,28.0
음식_케이크류,쁘띠 까망베르 치즈 케익,300.0,948.0,86.0,16.0,60.0,52.0
음식_케이크류,생크림 카스테라,210.0,700.0,66.0,10.0,44.0,45.0
음식_케이크류,밀크레이프,100.0,288.0,25.1,7.9,17.3,12.4
음식_케이크류,티라미수 크레이프,100.0,304.9,24.2,7.8,19.6,13.7
음식_샌드위치류,에그 베이컨 브리오쉬,140.0,400.0,39.0,16.0,20.0,6.0
음식_샌드위치류,루꼴라&햄 페스토 샌드위치,180.0,365.0,37.0,16.0,17.0,7.0
음식_샌드위치류,크랜베리 아몬드 치킨 샌드위치,180.0,365.0,35.0,18.0,17.0,5.0
음식_샌드위치류,B.E.L.T 샌드위치,230.0,440.0,48.0,17.0,20.0,5.0
음식_샌드위치류,모짜렐라 치킨 머쉬룸 샌드위치,180.0,409.0,44.0,20.0,17.0,6.0
음식_샌드위치류,매콤 치킨 치즈 샌드위치,240.0,470.0,50.0,25.0,19.0,16.0
음식_샌드위치류,에그 잼 사라다 샌드위치,170.0,346.0,43.0,12.0,14.0,2.0
음식_샌드위치류,에그 햄 치즈 베이글,210.0,450.0,65.0,25.0,10.0,5.0
음식_기타 과자류,얼그레이 초코 마카롱,42.0,193.0,23.0,3.0,9.7,19.0
음식_기타 과자류,바닐라 빈 마카롱,42.0,195.0,20.0,2.8,11.0,18.0
음식_기타 과자류,솔티카라멜 마카롱,42.0,165.0,24.0,2.2,9.7,19.0
음식_기타 과자류,라즈베리 마카롱,42.0,165.0,21.8,2.4,7.5,18.6
음식_기타 과자류,솔티카라멜 다쿠아즈,45.0,204.0,18.7,3.6,12.8,15.2
음식_기타 과자류,초코바나나 다쿠아즈,55.0,246.0,21.8,4.4,15.6,17.6
음식_기타 과자류,황금 보리 초코 건빵,30.0,280.0,38.0,5.0,12.0,16.0
음식_커피류,헤이즐넛향 아메리카노,15.0,70.0,11.0,0.7,2.5,7.0
음식_커피류,아메리카노,397.0,10.0,2.0,0.0,0.0,0.0
음식_커피류,아이스 아메리카노,397.0,10.0,2.0,0.0,0.0,0.0
음식_커피류,카페라떼,340.0,143.0,15.0,11.0,9.0,10.0
음식_커피류,아이스 카페라떼,397.0,125.0,10.0,0.0,6.0,0.0
음식_커피류,카푸치노,397.0,160.0,14.0,0.0,8.0,0.0
음식_커피류,아이스 카푸치노,397.0,111.0,9.0,0.0,5.0,0.0
음식_커피류,바닐라라떼,397.0,213.0,27.0,0.0,8.0,0.0
음식_커피류,아이스 바닐라라떼,397.0,171.0,24.0,0.0,6.0,0.0
음식_커피류,카라멜라떼,397.0,213.0,19.0,0.0,8.0,0.0
음식_커피류,아이스 카라멜라떼,397.0,171.0,16.0,0.0,6.0,0.0
음식_커피류,카페모카,397.0,321.0,49.0,0.0,9.0,0.0
음식_커피류,아이스 카페모카,397.0,279.0,19.0,0.0,7.0,0.0
음식_커피류,카라멜모카,397.0,285.0,42.0,0.0,9.0,0.0
음식_커피류,아이스 카라멜모카,397.0,243.0,39.0,0.0,7.0,0.0
음식_커피류,카라멜 마끼아또,397.0,256.0,37.0,0.0,9.0,0.0
음식_커피류,아이스 카라멜 마끼아또,397.0,7.0,116.0,0.0,34.0,0.0
음식_커피류,콜드브루,397.0,8.0,1.0,0.0,0.0,0.0
음식_커피류,아이스 콜드브루,397.0,8.0,1.0,0.0,0.0,0.0
음식_커피류,콜드브루라떼,397.0,154.0,12.0,0.0,9.0,0.0
음식_커피류,아이스 콜드브루라떼,397.0,127.0,10.0,0.0,7.0,0.0
음식_커피류,에스프레소,30.0,10.0,2.0,0.0,0.0,0.0
음식_커피류,초코라떼,340.0,293.0,40.0,0.0,10.0,0.0
음식_커피류,아이스 초코라떼,340.0,265.0,38.0,0.0,9.0,0.0
음식_커피류,녹차라떼,340.0,288.0,40.0,0.0,10.0,0.0
음식_커피류,아이스 녹차라떼,340.0,260.0,38.0,0.0,9.0,0.0
음식_커피류,검은콩라떼,355.0,279.0,35.0,0.0,12.0,0.0
음식_커피류,아이스 검은콩라떼,340.0,251.0,33.0,0.0,10.0,0.0
음식_커피류,단호박라떼,355.0,239.0,28.0,0.0,10.0,0.0
음식_커피류,아이스 단호박라떼,340.0,225.0,27.0,0.0,10.0,0.0
음식_커피류,고구마라떼,340.0,269.0,38.0,0.0,9.0,0.0
음식_커피류,아이스 고구마라떼,340.0,255.0,37.0,0.0,9.0,0.0
음식_커피류,밤라떼,340.0,295.0,47.0,0.0,9.0,0.0
음식_커피류,아이스 밤라떼,340.0,285.0,46.0,0.0,8.0,0.0
음식_커피류,민트초코라떼,340.0,303.0,103.0,0.0,13.0,0.0
음식_커피류,아이스 민트초코라떼,340.0,275.0,101.0,0.0,11.0,0.0
음식_커피류,초코바나나라떼,340.0,244.0,25.0,0.0,12.0,0.0
음식_커피류,아이스 초코바나나라떼,340.0,230.0,24.0,0.0,11.0,0.0
음식_커피류,아몬드코코넛라떼,340.0,252.0,26.0,0.0,13.0,0.0
음식_커피류,아이스 아몬드코코넛라떼,340.0,238.0,25.0,0.0,12.0,0.0
음식_커피류,초코베리라떼,355.0,321.0,52.0,0.0,9.0,0.0
음식_커피류,아이스 그린티도피오라떼,414.0,238.0,39.0,0.0,7.0,0.0
음식_커피류,그린티도피오라떼,16.0,317.0,51.0,0.0,9.0,0.0
음식_커피류,오렌지바닐라밀크,355.0,285.0,36.0,0.0,12.0,0.0
음식_커피류,냉 미숫가루,397.0,400.0,72.0,0.0,9.0,0.0
음식_커피류,코코몬프레소,340.0,326.0,39.0,0.0,15.0,0.0
음식_스무디류,요거트 스무디,340.0,339.0,62.0,0.0,7.0,0.0
음식_스무디류,레몬 요거트 스무디,340.0,382.0,74.0,0.0,7.0,0.0
음식_스무디류,딸기 요거트 스무디,340.0,372.0,71.0,0.0,6.0,0.0
음식_스무디류,블루베리 요거트 스무디,340.0,372.0,72.0,0.0,6.0,0.0
음식_스무디류,리얼 과일스무디 망고,414.0,235.0,43.0,0.0,5.0,0.0
음식_스무디류,리얼 과일스무디 딸기바나나,414.0,235.0,43.0,0.0,5.0,0.0
음식_스무디류,민트초코 프라페,414.0,392.0,125.0,0.0,14.0,0.0
음식_스무디류,자바칩 프라페,414.0,392.0,62.0,0.0,16.0,0.0
음식_스무디류,그린티프라페,414.0,338.0,63.0,0.0,7.0,0.0
음식_스무디류,쿠앤크 프라페,414.0,405.0,55.0,0.0,17.0,0.0
음식_스무디류,모카 프라페,414.0,214.0,38.0,0.0,4.0,0.0
음식_스무디류,카라멜 프라페,414.0,213.0,38.0,0.0,4.0,0.0
음식_스무디류,코코프레소,397.0,287.0,36.0,0.0,13.0,0.0
음식_탄산음료류,한라봉에이드,397.0,112.0,25.0,0.0,1.0,0.0
음식_과일.채소음료류,건강주스 레몬피부,340.0,260.0,60.0,0.0,2.0,0.0
음식_과일.채소음료류,건강주스 생강면역,340.0,247.0,60.0,0.0,1.0,0.0
음식_과일.채소음료류,건강주스 유자활력,340.0,227.0,52.0,0.0,2.0,0.0
음식_케이크류,치즈 스틱케이크,50.0,235.0,22.0,2.0,15.0,2.0
음식_케이크류,초코 스틱케이크,50.0,201.0,20.0,2.0,12.0,12.0
음식_케이크류,레드벨벳 스틱케이크,30.0,151.0,14.0,2.0,10.0,5.0
음식_케이크류,캐롯 스틱케이크,50.0,127.0,14.0,1.0,7.0,6.0
음식_케이크류,코코넛망고 케이크,100.0,298.0,35.0,4.0,15.0,27.0
음식_케이크류,그린파라다이스 케이크,100.0,270.0,35.0,5.0,13.0,31.0
음식_케이크류,스윗체리초코 케이크,90.0,236.0,33.0,4.0,13.0,30.0
음식_케이크류,딸기마니아 케이크,90.0,249.0,36.0,4.0,10.0,33.0
음식_케이크류,초코무스 케이크,85.0,272.0,27.0,3.0,17.0,20.0
음식_케이크류,초코티라미수,85.0,274.0,20.0,4.0,20.0,18.0
음식_케이크류,수플레치즈 케이크,85.0,233.0,21.0,5.0,14.0,20.0
음식_케이크류,블루베리 요거트 케이크,90.0,235.0,133.0,2.0,11.0,23.0
음식_케이크류,까망베르크런치 케이크,70.0,258.0,28.0,2.0,17.0,12.0
음식_케이크류,돌체티라미수,130.0,356.0,30.0,6.0,23.0,29.0
음식_케이크류,뉴욕치즈 케이크,130.0,334.0,29.0,6.0,23.0,27.0
음식_케이크류,오레오크림치즈 케이크,110.0,334.0,31.0,4.0,21.0,26.0
음식_케이크류,스윗밀크 롤케익,95.0,220.0,23.0,5.0,13.0,23.0
음식_케이크류,블루베리 롤케익,110.0,254.0,29.0,5.0,13.0,25.0
음식_케이크류,블루베리 크레이프 케익,105.0,236.0,27.0,3.0,14.0,10.0
음식_케이크류,딸기 크레이프 케익,105.0,234.0,26.0,3.0,14.0,10.0
음식_케이크류,밀크 크레이프 케익,100.0,225.0,24.0,3.0,15.0,7.0
음식_기타 빵류,초코스콘,90.0,514.0,58.0,11.0,26.0,19.0
음식_기타 빵류,플레인스콘,90.0,444.0,57.0,6.0,21.0,15.0
음식_샌드위치류,잉글리쉬머핀,283.0,283.0,29.0,14.0,13.0,3.0
음식_쿠키.비스킷류,수제 크런치초코쿠키,20.0,104.0,13.0,1.0,5.0,5.0
음식_쿠키.비스킷류,수제 모카초코칩쿠키,20.0,81.0,9.0,1.0,4.0,0.0
음식_쿠키.비스킷류,수제 치즈쿠키,20.0,100.0,13.0,2.0,4.0,6.0
음식_쿠키.비스킷류,마카다미아넛 쿠키,35.0,185.0,19.0,2.0,11.0,11.0
음식_쿠키.비스킷류,록키로드 쿠키,35.0,158.0,19.0,3.0,10.0,14.0
음식_기타 빵류,건포도 스콘,90.0,392.0,57.0,5.0,16.0,24.0
음식_기타 빵류,모카번,80.0,313.0,37.0,5.0,11.0,7.0
음식_케이크류,블루베리머핀,110.0,114.0,44.0,8.0,23.0,44.0
음식_케이크류,치즈머핀,110.0,410.0,46.0,8.0,3.0,23.0
"음식_튀김빵류(도넛, 꽈배기 등)",오리지널 매콤치즈 핫도그,120.0,313.0,33.0,7.0,31.0,6.0
"음식_튀김빵류(도넛, 꽈배기 등)",오리지널 치즈 핫도그,120.0,317.0,34.0,7.0,17.0,5.0
음식_식빵류,블루베리 베이글,110.0,281.0,64.0,10.0,1.2,6.0
음식_식빵류,어니언 베이글,110.0,284.0,66.0,10.0,1.1,6.0
음식_식빵류,치즈 베이글,110.0,356.0,62.0,11.0,5.1,8.0
음식_식빵류,플레인 베이글,110.0,276.0,65.0,11.0,1.1,5.0
음식_기타 빵류,갈릭브레드,190.0,776.0,47.0,16.0,4.0,10.0
음식_기타 빵류,허니버터브레드,190.0,790.0,42.0,16.0,20.0,24.0
