고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
가공식품_과자,담백한 롱킥,40.0,146.0,31.0,3.0,1.0,0.0
가공식품_과자,순수 롱킥,40.0,141.0,30.0,3.0,1.0,0.0
가공식품_과자,달콤한 롱킥,60.0,143.0,31.0,3.0,1.0,0.0
가공식품_과자,소프트 롱킥,40.0,141.0,30.0,3.0,1.0,0.0
가공식품_과자,순수 라이스팡(단호박팡),60.0,215.0,47.0,5.0,1.0,0.0
가공식품_과자,순수 라이스팡(시금치팡),60.0,215.0,46.0,5.0,1.0,0.0
가공식품_과자,순수 라이스팡(딸기팡),60.0,211.0,45.0,5.0,1.0,0.0
가공식품_과자,어니언 롱킥,40.0,142.0,30.0,3.0,1.0,0.0
가공식품_과자,포테이토맛스낵,100.0,431.0,75.0,7.0,12.0,20.0
가공식품_과자,바베큐맛스낵,100.0,478.0,68.0,6.0,21.0,6.0
가공식품_과자,뉴브이콘,220.0,1048.0,161.0,15.0,37.0,22.0
가공식품_과자,네꼬치킨맛라면스낵,50.0,275.0,28.0,4.0,17.0,5.0
가공식품_과자,파스타칩 머쉬룸크림맛,100.0,514.0,61.0,9.0,26.0,9.0
가공식품_과자,치킨팝 땡초찜닭맛,81.0,403.0,55.0,3.0,19.0,21.0
가공식품_과자,태양의 맛! 썬 인절미맛,135.0,146.0,20.0,3.0,6.0,4.0
가공식품_과자,치즈뿌린 치킨팝,81.0,417.0,53.0,4.0,21.0,22.0
가공식품_과자,착한통밀 살빼로 그린,70.0,275.0,50.0,12.7,2.8,1.1
가공식품_과자,착한통밀 살빼로 흑임자,70.0,275.0,43.4,13.0,4.3,0.3
가공식품_과자,제주자연감귤과즐,30.0,129.9,21.7,2.5,3.7,4.3
가공식품_과자,수제 블루베리요거트 마카롱,30.0,125.0,16.0,2.0,5.0,6.0
가공식품_과자,수제 바닐라 마카롱,30.0,140.0,14.0,2.0,8.0,6.0
가공식품_과자,수제 딸기우유 마카롱,30.0,130.0,15.0,2.0,7.0,5.0
가공식품_과자,수제 와인무화과 마카롱,30.0,135.0,14.0,2.0,8.0,6.0
가공식품_과자,수제 순우유 마카롱,30.0,145.0,14.0,2.0,10.0,10.0
가공식품_과자,수제 초코 마카롱,30.0,140.0,14.0,2.0,8.0,9.0
가공식품_과자,왕약과,90.0,385.0,66.0,3.0,12.0,7.0
가공식품_과자,상큼딸기 마카롱,35.0,153.0,17.0,2.8,8.0,13.2
가공식품_과자,크림치즈마카롱,35.0,145.0,19.0,2.6,6.5,9.0
가공식품_과자,더 가벼운 레몬밤 라이스칩,28.0,112.0,25.0,2.0,0.4,0.0
가공식품_과자,먹물치즈 라이스 비스코티,60.0,306.0,32.0,7.0,17.0,8.0
가공식품_과자,버라이어티쿠키세트,228.0,1071.0,125.0,10.0,59.0,111.0
가공식품_과자,참 구수하고 담백한 검정콩건빵,70.0,290.0,54.0,8.0,4.9,12.0
가공식품_과자,봉봉스틱 사과당근,25.0,100.0,20.0,2.0,0.7,0.0
가공식품_과자,봉봉스틱 감귤,25.0,100.0,20.0,2.0,0.7,0.0
가공식품_과자,봉봉스틱 양파,25.0,100.0,22.0,2.0,1.0,0.0
가공식품_과자,봉봉스틱 흑미,25.0,100.0,21.0,2.0,0.8,0.0
가공식품_과자,레드비트과자,70.0,294.0,48.5,10.2,6.5,11.2
가공식품_과자,원물 표고버섯과자,45.0,186.4,35.8,3.2,3.3,6.3
가공식품_과자,발아통밀 크랜베리호두스콘,60.0,261.2,26.0,3.5,15.5,14.8
가공식품_과자,7곡 딸기롤 과자,100.0,560.0,55.0,11.0,33.0,9.0
가공식품_과자,구워만든 곡물그대로 24 단호박,80.0,470.0,42.0,3.0,32.0,10.0
가공식품_과자,키요 순한 감자볼 콘스프맛,30.0,140.0,22.0,2.0,5.0,1.0
가공식품_과자,키요 순한 감자볼 어니언,30.0,140.0,22.0,2.0,5.0,1.0
가공식품_과자,눈사람치즈롤,80.0,455.0,44.0,4.0,29.0,4.0
가공식품_과자,통밀당 단백칩 크리스피롤 초코,40.0,198.0,20.0,8.0,10.0,4.0
가공식품_과자,구워만든 곡물 그대로21 딸기,80.0,453.0,45.0,3.0,29.0,20.0
가공식품_과자,프로틴어스 곡물 크리스피롤,50.0,265.0,17.0,19.0,14.0,5.0
가공식품_과자,베베그레인 바나나&당근,40.0,217.0,21.0,4.0,13.0,4.0
가공식품_과자,베베그레인 블루베리,40.0,192.0,26.0,4.0,8.0,5.0
가공식품_과자,프로틴어스 곡물 크리스피롤 딸기,50.0,259.0,15.0,14.0,15.0,4.0
가공식품_과자,솜절미,40.0,225.0,24.0,2.0,13.0,7.0
가공식품_과자,고래밥볶음양념맛,40.0,186.0,30.0,3.0,6.0,5.0
가공식품_과자,단호박 쌀쿠키,66.0,317.0,46.0,4.0,13.0,15.0
가공식품_과자,리얼치즈칩,62.0,306.0,40.0,5.0,14.0,6.0
가공식품_과자,치즈 쌀쿠키,62.0,311.0,39.0,5.0,15.0,13.0
가공식품_과자,우유 쌀쿠키,67.0,332.0,42.0,5.0,16.0,15.0
가공식품_과자,왕고래밥볶음양념맛,56.0,247.0,42.0,4.0,7.0,6.0
가공식품_과자,옥수수 쫀드기,120.0,402.0,86.0,8.0,3.0,8.0
가공식품_과자,호박 쫀드기,120.0,414.0,88.0,8.0,3.0,10.0
가공식품_과자,허니버터맛 쫀드기,120.0,400.0,85.0,9.0,3.0,24.0
가공식품_과자,녹차 쫀드기,120.0,391.0,86.5,7.6,1.7,22.8
가공식품_과자,추억의 옛날 그 맛 옥수수 쫀드기,84.0,287.0,57.0,11.0,1.7,27.0
가공식품_과자,칸쵸 스윗밀크,170.0,820.0,114.0,12.0,35.0,56.0
가공식품_과자,cw청우 오징어 땅콩,98.0,478.0,60.0,10.0,22.0,18.0
가공식품_과자,꼬깔콘고소한맛,77.0,440.0,45.0,4.0,27.0,4.0
가공식품_과자,치토스매콤달콤한맛,82.0,475.0,50.0,6.0,28.0,2.0
가공식품_과자,칙촉 더블초코,180.0,865.0,100.0,10.0,47.0,58.0
가공식품_과자,치토스 스모키바베큐맛,82.0,480.0,49.0,5.5,29.0,2.0
가공식품_과자,누드 치즈 빼빼로,39.0,210.0,23.0,3.0,12.0,13.0
가공식품_과자,아!그칩 랜치토네이도맛,100.0,480.0,73.0,7.0,18.0,5.0
가공식품_과자,아!그칩 치즈볼케이노맛,100.0,480.0,73.0,7.0,18.0,5.0
가공식품_과자,누드 로즈블랙티 빼빼로,39.0,195.0,25.0,3.0,9.0,12.0
가공식품_과자,칙촉 티라미수,180.0,870.0,97.0,12.0,48.0,53.0
가공식품_과자,꼬깔콘 달콤한맛,72.0,410.0,43.0,3.0,25.0,2.0
가공식품_과자,아우터 왕갈비통닭맛,52.0,265.0,36.0,2.0,8.0,12.0
가공식품_과자,도리토스 마라맛,84.0,435.0,54.0,4.0,21.0,4.0
가공식품_과자,누드 크림치즈 빼빼로,46.0,245.0,28.0,3.0,13.0,17.0
가공식품_과자,꼬깔콘 카라멜아몬드맛,48.0,257.0,32.0,3.0,13.0,12.0
가공식품_과자,치토스 리얼 콘스프맛,58.0,330.0,33.0,4.0,20.0,3.0
가공식품_과자,꼬깔콘 딸기파티,48.0,245.0,35.0,2.0,11.0,18.0
가공식품_과자,소리까지맛있다 고소한맛 꼬깔콘,72.0,410.0,43.0,4.0,25.0,4.0
가공식품_과자,꼬깔콘 멘보샤맛,72.0,370.0,48.0,4.0,18.0,15.0
가공식품_과자,辛당동떡볶이 MINI 떡강정 처갓집양념치킨맛,62.0,320.0,40.0,2.0,17.0,16.0
가공식품_과자,통크 초코,45.0,236.0,28.0,4.0,12.0,16.0
가공식품_과자,통크 피넛,45.0,237.0,28.0,2.0,13.0,12.0
가공식품_과자,통밀펑과자,70.0,273.0,61.0,3.0,2.0,23.0
가공식품_과자,우리현미쌀과자,50.0,195.0,43.0,2.0,1.4,17.0
가공식품_과자,우리쌀로 만든 쌀과자,140.0,547.0,121.0,7.0,3.9,46.0
가공식품_과자,우리통밀로 만든 통밀과자,140.0,547.0,121.0,7.0,3.9,46.0
가공식품_과자,현미크런치바,70.0,280.0,57.0,6.0,3.6,21.0
가공식품_과자,G5 오곡과자,70.0,273.7,61.0,3.0,2.0,23.0
가공식품_과자,해승 쌀과자골드,90.0,338.0,76.0,8.0,0.0,33.0
가공식품_과자,해승 통밀펑과자,90.0,337.0,75.0,10.0,0.0,23.0
가공식품_과자,곤약혁명 배불바,20.0,77.6,17.4,1.4,0.0,2.2
가공식품_과자,두원농협 유자쌀과자,70.0,276.0,57.0,6.0,2.4,22.0
가공식품_과자,꽃게랑 불짬뽕,70.0,370.0,43.0,5.0,20.0,2.7
가공식품_과자,꽃게랑WASABI,70.0,365.0,42.0,5.0,19.6,3.2
가공식품_과자,꽃게랑 김,70.0,385.0,44.0,5.0,21.0,4.0
가공식품_과자,뻥이요,140.0,635.0,117.0,6.0,16.0,33.0
가공식품_과자,뻥이요 골드,35.0,160.0,29.0,2.0,4.0,8.0
가공식품_과자,골드뻥이요,60.0,270.0,49.0,3.0,7.0,17.0
가공식품_과자,YOU US 뻥이요,120.0,550.0,98.0,6.0,15.0,31.0
가공식품_과자,simplus 맛새우칩,70.0,365.0,45.0,1.0,20.0,6.0
가공식품_과자,Home plus 쌀떡볶이,180.0,760.0,116.0,9.0,29.0,31.0
가공식품_과자,버터갈릭새우칩,24.0,125.0,15.0,0.0,7.0,2.0
가공식품_과자,쌀누룽지스낵,110.0,545.0,80.0,5.0,23.0,24.0
가공식품_과자,프레첼 불닭볶음맛,30.0,155.0,18.0,2.0,8.0,2.0
가공식품_과자,HEYROO 김두부스낵,80.0,380.0,52.0,7.0,16.0,12.0
가공식품_과자,버터콘,210.0,180.0,120.0,11.0,73.0,5.0
가공식품_과자,한입참누룽지스낵,230.0,1140.0,167.0,10.0,48.0,50.0
가공식품_과자,고소한치즈스낵,165.0,925.0,94.0,8.0,57.0,3.0
가공식품_과자,한입참짱이야,340.0,1775.0,215.0,18.0,94.0,48.0
가공식품_과자,꿀먹은 튀긴 건빵,230.0,1155.0,152.0,13.0,55.0,53.0
가공식품_과자,오'프라이스 왕소라형과자,300.0,1370.0,212.0,23.0,48.0,59.0
가공식품_과자,오 프라이스 고구마형과자,300.0,1490.0,191.0,29.0,68.0,57.0
가공식품_과자,오 프라이스 짱이야,270.0,1410.0,171.0,14.0,74.0,38.0
가공식품_과자,오 프라이스 미니꽈배기 과자,240.0,1255.0,152.0,16.0,65.0,40.0
가공식품_과자,단짠 단짠 양파맛 새우칩,80.0,435.0,50.0,1.0,25.0,6.0
가공식품_과자,블랙김스낵 와사비,75.0,405.0,40.0,6.0,26.0,2.0
가공식품_과자,고소한 짱이야,135.0,680.0,93.0,6.0,32.0,36.0
가공식품_과자,트러플 감자칩,130.0,685.0,71.0,10.0,40.0,3.0
가공식품_과자,히말라야 핑크솔트 감자칩,130.0,660.0,78.0,9.0,34.0,2.0
가공식품_과자,구운양파맛 감자칩,130.0,655.0,80.0,9.0,33.0,5.0
가공식품_과자,새콤딸콤,70.0,400.0,43.0,3.0,24.0,23.0
가공식품_과자,신비아파트 고스트볼 초코팅쵹,20.0,115.0,12.0,1.0,7.0,5.0
가공식품_과자,달콤누룽지스낵,80.0,407.0,58.0,3.4,18.0,19.0
가공식품_과자,코코아비스킷분태,300.0,1395.0,189.0,18.0,63.0,66.0
가공식품_과자,콘스낵,120.0,560.0,89.0,6.0,20.0,15.0
가공식품_과자,마늘맛콘스낵,120.0,600.0,83.0,6.0,27.0,15.0
가공식품_과자,추억의오란다,132.0,590.0,99.0,11.0,17.0,42.0
가공식품_과자,고소한 마늘바게트,108.0,540.0,69.0,12.0,24.0,12.0
가공식품_과자,고소한 고구마형과자,125.0,625.0,81.0,14.0,27.0,13.0
가공식품_과자,달콤한 소라형과자,130.0,675.0,81.0,11.0,34.0,24.0
가공식품_과자,쌀로빚은 누룽지,146.0,790.0,81.0,13.0,46.0,37.0
가공식품_과자,쌀로만든 쌀로별 고소한맛,78.0,430.0,44.0,7.0,25.0,21.0
가공식품_과자,쌀로별 라이스칩,60.0,340.0,33.0,4.0,21.0,7.0
가공식품_과자,쌀로별 김을 만난 라이스칩,100.0,570.0,61.0,6.0,33.0,3.0
가공식품_과자,콩절미,60.0,358.0,31.0,3.0,25.0,7.0
가공식품_과자,바나나 콩절미,60.0,341.0,35.0,2.0,21.0,17.0
가공식품_과자,녹차 콩절미,60.0,359.0,31.0,3.0,25.0,10.0
가공식품_과자,도도한나쵸 살사소스맛,92.0,486.0,56.0,7.0,26.0,3.0
가공식품_과자,에너지를 위한 영양설계 에너지바 트리플베리,36.0,172.0,19.0,6.0,8.0,13.0
가공식품_과자,도도한 미니미나쵸 칠리치즈맛,76.0,387.0,48.0,6.0,19.0,3.0
가공식품_과자,도도한 미니미나쵸 크림어니언맛,76.0,396.0,48.0,6.0,20.0,3.0
가공식품_과자,오!감자 미니별 버터구이오징어맛,62.0,296.0,43.0,4.0,12.0,1.0
가공식품_과자,오!감자 미니별 해물볶음양념맛,62.0,305.0,43.0,4.0,13.0,0.7
가공식품_과자,신당동1번지원조떡볶이,100.0,508.0,68.0,6.0,24.0,9.0
가공식품_과자,한입꼬마약과,200.0,957.0,138.0,10.0,41.0,42.0
가공식품_과자,쌀로만든대롱과자,130.0,635.0,80.0,6.0,32.0,27.0
가공식품_과자,쌀미니약과,65.0,315.0,42.0,3.0,15.0,11.0
가공식품_과자,달콤한 대롱과자,120.0,586.0,74.0,6.0,30.0,25.0
가공식품_과자,신나는 뉴짱,110.0,605.0,71.0,6.0,33.0,23.0
가공식품_과자,맛다시 오리지널,70.0,358.0,44.0,4.0,19.0,4.0
가공식품_과자,신당동 원조 쌀떡볶이 스낵,208.0,1056.0,141.0,11.0,50.0,19.0
가공식품_과자,달콤한 강냉이스낵,70.0,320.0,58.0,4.0,6.0,22.0
가공식품_과자,원핸드스낵 콘버터맛,70.0,355.0,43.0,3.0,19.0,13.0
가공식품_과자,간편상차림 제수세트(쌀강정),130.0,489.0,113.0,5.0,2.0,28.0
가공식품_과자,호정가 미니약과,180.0,834.0,122.0,10.0,34.0,26.0
가공식품_과자,치자대잎매작과,12.0,51.0,8.0,1.0,1.5,2.0
가공식품_과자,호정가 왕찹쌀약과,540.0,2326.0,361.0,25.0,87.0,97.0
가공식품_과자,찹쌀약과 대바구니석,1400.0,5051.0,846.0,296.0,53.6,40.0
가공식품_과자,호정가 찹쌀약과 3kg,3000.0,11818.0,2119.0,147.0,306.0,657.0
가공식품_과자,달콤허니 꿀약과,180.0,782.0,102.0,30.0,28.0,31.0
가공식품_과자,오란다,500.0,2423.0,346.0,37.0,99.0,125.0
가공식품_과자,찹쌀약과 1kg,1000.0,3938.0,706.0,49.0,102.0,216.0
가공식품_과자,사과맛쿠키,75.0,337.0,42.0,4.0,17.0,22.0
가공식품_과자,촉촉하고 부드러운 사과맛쿠키,60.0,254.0,38.0,3.0,0.0,20.0
가공식품_과자,우리밀과 우리찹쌀로 만든 약과,30.0,145.0,19.0,2.0,7.0,5.0
가공식품_과자,우리밀미니약과,27.0,125.0,19.0,2.0,4.5,5.0
가공식품_과자,미니딸기맛쿠키,16.0,67.0,10.0,1.0,2.5,6.0
가공식품_과자,미니사과맛쿠키,16.0,66.0,10.0,0.8,2.5,6.0
가공식품_과자,초코퍼지쿠키,70.0,295.0,45.0,4.0,11.0,18.0
가공식품_과자,한입에 쏙 우리밀 꼬마약과,400.0,1670.0,219.0,19.0,80.0,116.0
가공식품_과자,호정가 찹쌀약과,490.0,1930.0,346.0,24.0,50.0,106.0
가공식품_과자,제주 녹차 타르트,72.0,196.0,20.0,2.0,12.0,11.0
가공식품_과자,잼있는딸기쿠키,75.0,302.0,50.0,3.0,10.0,25.0
가공식품_과자,잼있는사과쿠키,75.0,302.0,50.0,3.0,10.0,26.0
가공식품_과자,오리지날 초코칩 쿠키,52.0,249.0,31.0,2.0,13.0,19.0
가공식품_과자,코코아 초코칩 쿠키,52.0,249.0,30.0,3.0,13.0,19.0
가공식품_과자,촉촉히 구움 사과맛,70.0,273.0,45.0,3.0,9.0,25.0
가공식품_과자,거꾸로초코블랑,48.0,214.0,29.0,2.0,10.0,15.0
가공식품_과자,잼있는미니딸기쿠키,16.0,66.0,11.0,1.0,2.0,6.0
가공식품_과자,우리밀로 만든 웨하스,80.0,420.0,48.0,6.0,23.0,18.0
가공식품_과자,아이밀냠냠 초유웨하스 우유,36.0,190.0,23.0,2.5,10.0,10.0
가공식품_과자,우리밀곡물와플,80.0,415.0,50.0,5.0,21.0,15.0
가공식품_과자,아이밀냠냠 DHA웨하스 요구르트,36.0,190.0,23.0,2.0,10.0,9.0
가공식품_과자,벨기에 전통방식으로 만든 메이플 와플,80.0,405.0,51.0,7.0,19.0,29.0
가공식품_과자,코코아 듬뿍  코코아웨하스(Wafer Cookie (Cocoa)),90.0,425.0,49.0,6.0,23.0,23.0
가공식품_과자,통밀 크래커 순 파래,70.0,310.0,52.0,7.6,7.9,3.0
가공식품_과자,Sam`s Kids 시금치 웨이퍼스,40.0,200.0,29.0,0.2,9.2,4.6
가공식품_과자,참깨와플,108.0,574.0,68.0,8.0,30.0,32.0
가공식품_과자,고소한 치즈봉,90.0,430.0,64.0,7.0,16.4,13.0
가공식품_과자,우리밀 참깨봉,90.0,440.0,64.0,7.0,17.6,14.0
가공식품_과자,달콤한 바닐라 웨하스 미니,165.0,830.0,111.0,8.5,42.0,54.0
가공식품_과자,달콤한 딸기 웨하스 미니,165.0,830.0,113.0,8.6,38.4,46.0
가공식품_과자,미니웨하스딸기990,80.0,392.0,58.0,4.0,16.0,26.0
가공식품_과자,오리온 미니웨하스 바닐라맛,68.0,349.0,45.0,4.0,17.0,21.0
가공식품_과자,오리온 미니웨하스 딸기맛,68.0,339.0,47.0,4.0,15.0,21.0
가공식품_과자,미니웨하스바닐라990,80.0,392.0,58.0,4.0,16.0,27.0
가공식품_과자,키요 촉촉한 두부와플 바나나,64.0,312.0,34.0,5.7,17.0,17.0
가공식품_과자,오리온 웨하스 바닐라맛,60.0,310.0,43.0,3.0,14.0,21.0
가공식품_과자,오리온 웨하스 딸기맛,60.0,306.0,42.0,3.0,14.0,20.0
가공식품_과자,D Project 카라멜&솔트 미니웨하스,80.0,385.0,53.0,6.0,18.0,29.0
가공식품_과자,D Project 초코 미니웨하스,80.0,395.0,49.0,7.0,21.0,24.0
가공식품_과자,키요 단백질 웨하스 딸기,60.0,308.0,34.0,7.0,16.0,14.0
가공식품_과자,키요 단백질 웨하스 카카오,60.0,317.0,33.0,8.0,17.0,15.0
가공식품_과자,누룽지칩 구운김맛,50.0,140.0,37.0,3.0,8.0,3.0
가공식품_과자,포테토칩 김치사발면맛,60.0,350.0,31.0,2.8,24.0,2.5
가공식품_과자,마렝고,105.0,493.0,77.0,8.0,17.0,47.0
가공식품_과자,아꾸뿔레,102.0,531.0,67.0,5.0,27.0,37.0
가공식품_과자,아이밀냠냠 단호박볼,60.0,240.0,54.0,2.0,1.6,12.0
가공식품_과자,아이밀냠냠 시금치·당근·브로콜리볼,60.0,240.0,54.0,2.0,1.6,12.0
가공식품_과자,아이밀냠냠 계란볼,60.0,245.0,56.0,2.0,1.6,12.0
가공식품_과자,아이밀냠냠 치즈볼,60.0,240.0,54.0,2.0,1.8,12.0
가공식품_과자,아이밀냠냠 그릭요거볼 바나나,20.0,85.0,16.0,2.0,1.4,14.0
가공식품_과자,삐약이계란과자,75.0,185.0,24.0,4.0,8.0,12.0
가공식품_과자,계란과자,90.0,455.0,61.0,6.0,21.0,28.0
가공식품_과자,아베크 까망베르 치즈쿠키,70.0,375.0,43.0,4.0,21.0,13.0
가공식품_과자,고소한 계란과자,90.0,455.0,61.0,5.0,21.0,28.0
가공식품_과자,카카오프렌즈치즈쿠키,65.0,340.0,40.0,4.0,18.0,14.0
가공식품_과자,카카오프렌즈초코쿠키,65.0,340.0,40.0,4.0,18.0,14.0
가공식품_과자,어피치 계란쿠키,65.0,340.0,40.0,4.0,18.0,14.0
가공식품_과자,진한초코칩쿠키,80.0,405.0,55.0,5.0,18.0,22.0
가공식품_과자,블랙초코쿠키,80.0,415.0,53.0,3.0,21.0,19.0
가공식품_과자,보라보라초코쿠키,70.0,360.0,47.0,3.0,18.0,18.0
가공식품_과자,칩스인팝,100.0,555.0,70.0,6.0,28.0,34.0
가공식품_과자,아이배냇 꼬마계란과자,50.0,250.0,31.0,4.0,12.0,14.0
가공식품_과자,텐더프리미엄쿠키땅콩,65.0,300.0,42.0,4.0,13.0,41.0
가공식품_과자,홍차수제전병,160.0,176.0,24.0,3.0,8.0,10.0
가공식품_과자,허쉬 초콜릿 칩 싱글 쿠키,50.0,235.0,30.0,4.0,11.0,12.0
가공식품_과자,허쉬화이트칩위드아몬드쿠키,50.0,247.0,33.0,4.0,11.0,12.0
가공식품_과자,허쉬 초콜릿 칩 쿠키,72.0,321.0,52.0,5.0,11.0,27.0
가공식품_과자,허쉬다크앤화이트쿠키,50.0,225.0,33.0,3.0,9.0,13.0
가공식품_과자,촉촉한초코칩쿠키,50.0,230.0,32.0,3.0,10.0,15.0
가공식품_과자,촉촉한초코칩아몬드쿠키,50.0,260.0,27.0,4.0,15.0,11.0
가공식품_과자,촉촉한 녹차초코칩쿠키,50.0,240.0,30.0,3.0,12.0,16.0
가공식품_과자,촉촉한아몬드초코칩쿠키,50.0,250.0,26.0,3.0,15.0,11.0
가공식품_과자,촉촉한점보쿠키 브라우니초코칩,50.0,240.0,30.0,3.0,12.0,16.0
가공식품_과자,촉촉대환장 초코칩쿠키 민트향,50.0,250.0,35.0,3.0,13.0,13.0
가공식품_과자,스키피초코피넛쿠키,50.0,253.0,31.0,3.0,13.0,16.0
가공식품_과자,크라운 빅쿠키,33.0,155.0,21.0,2.0,7.0,10.0
가공식품_과자,허쉬초콜릿 베리쿠키,144.0,627.0,106.0,8.0,19.0,43.0
가공식품_과자,허쉬초콜릿칩 베리쿠키,45.0,190.0,32.0,2.0,6.0,14.0
가공식품_과자,초코칩쿠키,80.0,373.0,42.0,4.0,21.0,14.0
가공식품_과자,칠리콘스낵,90.0,425.0,65.0,7.0,15.0,3.0
가공식품_과자,쌀로만든 고소한 인절미,56.0,335.0,31.0,3.0,22.0,9.0
가공식품_과자,우리쌀 인절미 스낵,125.0,668.0,75.6,8.8,38.0,21.1
가공식품_과자,검은콩 인절미 스낵,125.0,675.0,73.8,9.1,40.0,21.0
가공식품_과자,서주미니웨하스바닐라맛,60.0,430.0,51.0,3.0,24.0,15.0
가공식품_과자,서주미니웨하스딸기맛,80.0,425.0,53.0,4.0,22.0,17.0
가공식품_과자,서주진짜고구마칩,35.0,167.0,26.0,0.0,7.0,15.0
가공식품_과자,웨하스 딸기맛,50.0,285.0,33.0,2.0,16.0,15.0
가공식품_과자,미니 웨하스 딸기맛,80.0,425.0,53.0,4.0,22.0,17.0
가공식품_과자,서주 허쉬 초코 와플,146.0,705.0,101.0,11.0,29.0,50.0
가공식품_과자,서주허쉬초코웨하스,63.0,310.0,42.0,4.0,14.0,22.0
가공식품_과자,서주허쉬초코웨하스미니,100.0,500.0,68.0,6.0,23.0,38.0
가공식품_과자,서주허쉬민트웨하스,63.0,330.0,40.0,4.0,17.0,23.0
가공식품_과자,서주딸기웨하스,63.0,330.0,42.0,3.0,17.0,21.0
가공식품_과자,서주밀크웨하스,63.0,335.0,42.0,2.0,18.0,18.0
가공식품_과자,핫피자맛볼,60.0,310.0,38.0,3.0,16.0,3.0
가공식품_과자,초코스타,80.0,450.0,43.0,3.0,30.0,25.0
가공식품_과자,치즈스타,80.0,530.0,31.0,3.0,18.0,14.0
가공식품_과자,초코쏙초코칩쿠키,100.0,475.0,71.0,7.0,18.0,18.0
가공식품_과자,마가렛트 초코맘,396.0,1935.0,245.0,21.0,97.0,102.0
가공식품_과자,스트로베리쿠키 빼빼로,37.0,195.0,25.0,3.0,9.0,13.0
가공식품_과자,몬스터 마가렛트 티라미수,40.0,200.0,25.0,2.0,10.0,13.0
가공식품_과자,몬스터 마가렛트 애플잼,40.0,175.0,31.0,1.0,5.0,18.0
가공식품_과자,에어 베이크드 포테이토,85.0,385.0,66.0,5.0,11.0,3.0
가공식품_과자,계피맛밥풀과자,80.0,318.0,73.0,3.0,1.0,21.0
가공식품_과자,뽀로로와 친구들,65.0,335.0,46.0,4.0,15.0,10.0
가공식품_과자,뽀로로와친구들 치즈,65.0,330.0,44.0,5.0,15.0,7.0
가공식품_과자,뽀뽀로와 친구들카카오,65.0,320.0,44.0,5.0,14.0,9.0
가공식품_과자,피넛오곡롤,90.0,140.0,17.0,2.0,8.0,8.0
가공식품_과자,하비스트 1984,100.0,510.0,68.0,6.0,24.0,28.0
가공식품_과자,크리스피롤 바나나,100.0,540.0,6.5,0.5,3.0,1.5
가공식품_과자,참깨스틱,220.0,1090.0,151.0,16.0,47.0,46.0
가공식품_과자,쌀건빵 Ⅱ,65.0,270.0,50.0,7.0,5.0,14.0
가공식품_과자,제크칩 체다치즈맛,29.0,140.0,19.0,2.0,6.0,3.0
가공식품_과자,오리지널 팝콘,400.0,2060.0,230.0,29.0,123.0,2.0
가공식품_과자,치즈스틱,160.0,840.0,97.0,16.0,43.0,19.0
가공식품_과자,한입에 쏙 야채크래커,69.0,355.0,45.0,5.0,17.0,5.0
가공식품_과자,크리스피롤 21곡,180.0,990.0,106.0,8.0,59.0,41.0
가공식품_과자,하비스트 달콤고소,100.0,515.0,67.0,6.0,25.0,24.0
가공식품_과자,21곡 참깨스틱,220.0,1047.0,164.0,19.0,35.0,21.0
가공식품_과자,야채건빵(증식용),65.0,310.0,45.0,6.0,12.0,11.0
가공식품_과자,고소한 21곡 참깨스틱,220.0,1047.0,164.0,19.0,35.0,21.0
가공식품_과자,파퍼스케틀콘 오리지널스위트,60.0,306.3,39.9,3.3,14.6,8.9
가공식품_과자,우리쌀로만든현미건빵,120.0,530.0,89.0,12.0,14.0,22.0
가공식품_과자,21곡물가득 참깨건빵(건빵),175.0,810.0,131.0,15.0,25.0,15.0
가공식품_과자,21곡물가득 참깨건빵(별사탕),5.0,20.0,5.0,0.0,0.0,5.0
가공식품_과자,참깨스틱21곡물+2견과,205.0,950.0,153.0,18.0,30.0,18.0
가공식품_과자,오곡바게트 The Mini,35.0,170.0,22.0,6.0,7.0,1.0
가공식품_과자,꿀머금빵,80.0,355.0,60.0,7.0,9.5,26.0
가공식품_과자,우리밀 미니 꿀건빵,50.0,220.0,37.0,4.0,6.7,11.0
가공식품_과자,권여사 숯불갈비맛 김어포,20.0,77.0,4.0,4.0,0.7,9.0
가공식품_과자,로쉐아멍드,50.0,246.0,33.0,6.0,10.0,32.0
가공식품_과자,화이트 흑미,2.0,10.0,1.0,0.0,0.6,1.0
가공식품_과자,화이트 녹차,2.0,10.0,2.0,0.0,0.0,1.0
가공식품_과자,화이트 백련초,2.0,10.0,2.0,0.0,0.0,1.0
가공식품_과자,쑥치자매작과,20.0,90.0,19.0,2.0,3.4,3.0
가공식품_과자,참깨와흑콩,45.0,180.0,8.0,4.0,1.4,1.0
가공식품_과자,들깨와 흑콩,15.0,60.0,8.0,4.0,1.4,1.0
가공식품_과자,화이트 호박,2.0,10.0,2.0,0.0,0.0,1.0
가공식품_과자,고시볼 시샘달,25.0,130.0,15.0,2.0,7.0,7.0
가공식품_과자,참모음,179.0,680.0,134.0,2.0,6.0,44.0
가공식품_과자,참깨약과,96.0,525.0,52.0,8.0,22.0,15.0
가공식품_과자,흑깨약과,96.0,465.0,55.0,7.0,25.0,17.0
가공식품_과자,우리쌀로 만든 인절미스낵,28.0,153.0,18.0,0.0,9.0,6.0
